id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,addr_state
57794381,20000,17636.59989,20000,17636.59989,0.1757,503.21,443.7456716,2050.01,1807.760307,1.134005427,8,1,60,19,1,2
57802668,20000,17636.59989,20000,17636.59989,0.2899,625.72,551.7786643,3111.07,2743.434842,1.134005427,8,1,36,5,1,1
57803010,8075,7120.777207,8075,7120.777207,0.1919,296.78,261.7095058,1178.51,1039.245467,1.134005427,8,1,36,23,1,2
57803283,19000,16754.7699,19000,16754.7699,0.2899,594.43,524.1862037,5463.82,4818.160362,1.134005427,8,1,36,5,0,4
57803414,24700,22339.05873,24700,22339.05873,0.1786,625.34,565.5670844,3102.19,2805.668202,1.105686694,0,1,60,20,1,2
57803472,15000,13227.44992,15000,13227.44992,0.2899,478.19,421.6822852,2375.67,2094.937064,1.134005427,8,1,36,7,0,3
57804214,10000,8818.299947,10000,8818.299947,0.2899,329.91,290.9245336,1655.65,1460.001831,1.134005427,8,1,36,10,1,1
57804439,9900,8953.711798,9900,8953.711798,0.2899,315.61,285.4425233,1573.01,1422.654363,1.105686694,0,1,36,7,1,3
57804554,4000,3527.319979,4000,3527.319979,0.2899,134.18,118.3239487,531.08,468.3222736,1.134005427,8,1,36,12,0,1
57812206,17000,15103.13959,17000,15103.13959,0.2899,526.94,468.144022,2100.9,1866.481527,1.125593781,9,1,36,4,0,2
57812280,25000,22045.74987,1000,881.8299947,0.2899,521.03,459.4598821,2579.68,2274.839201,1.134005427,8,1,60,7,0,2
57812330,22000,19400.25988,22000,19400.25988,0.2899,737.99,650.7817178,3627.91,3199.199856,1.134005427,8,0,36,12,1,1
57812993,3800,3350.95398,3800,3350.95398,0.2899,119.4,105.2905014,593.55,523.4101934,1.134005427,8,1,36,6,0,2
57813091,6500,5731.894966,6500,5731.894966,0.2899,209.71,184.9285682,842.44,742.8888607,1.134005427,8,1,36,10,1,2
57813771,31500,27985.22924,31500,27985.22924,0.2899,924.39,821.2465414,3653.83,3246.13556,1.125593781,9,1,60,29,1,1
57822685,4000,3527.319979,4000,3527.319979,0.2899,122.13,107.6978973,607.88,536.0468172,1.134005427,8,0,36,2,1,1
57822699,28000,24691.23985,28000,24691.23985,0.1655,992.02,874.7929913,4908.61,4328.55953,1.134005427,8,1,36,17,1,2
57823121,20000,17636.59989,20000,17636.59989,0.1399,465.27,410.2890416,2310.81,2037.74157,1.134005427,8,1,60,14,1,0
57823310,16000,14109.27992,16000,14109.27992,0.2899,347.8,306.7004722,1729.23,1524.886882,1.134005427,8,1,60,9,1,3
57824072,20000,17636.59989,20000,17636.59989,0.2899,645.25,569.0008041,3215.15,2835.215707,1.134005427,8,1,36,8,0,1
57824547,12000,10581.95994,12000,10581.95994,0.1825,306.36,270.1574372,1519.63,1340.055315,1.134005427,8,1,60,21,1,4
57832434,16000,14109.27992,16000,14109.27992,0.2899,333.46,294.05503,1350.14,1190.593949,1.134005427,8,1,60,7,1,1
57832649,1000,881.8299947,1000,881.8299947,0.2899,32.74,28.87111403,1000.62,882.3767293,1.134005427,8,1,36,9,1,2
57833192,13000,11463.78993,13000,11463.78993,0.1786,329.13,290.2367062,1290.72,1138.195611,1.134005427,8,1,60,20,1,4
57833427,10000,8818.299947,10000,8818.299947,0.1399,341.73,301.3477641,1700.88,1499.887001,1.134005427,8,1,36,14,0,1
57833611,3000,2645.489984,3000,2645.489984,0.2899,98.21,86.60452378,489.22,431.40887,1.134005427,8,1,36,9,0,1
57833746,24200,21499.76341,24200,21499.76341,0.1699,601.31,534.2158156,2348.13,2086.125598,1.125593781,9,1,60,18,1,4
57834404,4650,4100.509475,4650,4100.509475,0.2899,155.99,137.5566609,776.67,684.890902,1.134005427,8,1,36,12,1,2
57843197,11000,9700.129942,11000,9700.129942,0.2899,350.67,309.2313242,1397.08,1231.987049,1.134005427,8,1,60,7,1,4
57843884,35000,30864.04981,35000,30864.04981,0.1465,1207.3,1064.633353,35945.42,31697.74953,1.134005427,8,1,36,15,1,1
57844068,7200,6349.175962,7200,6349.175962,0.1561,251.75,222.0007012,994.51,876.988748,1.134005427,8,0,36,16,1,2
57852402,7500,6613.72496,7500,6613.72496,0.1757,269.53,237.6796385,1340.33,1181.943197,1.134005427,8,1,36,19,0,4
57852664,10000,8818.299947,10000,8818.299947,0.2899,314.2,277.0709843,1247.71,1100.268103,1.134005427,8,1,36,6,1,3
57853949,12775,11265.37818,12775,11265.37818,0.2899,301.58,265.9422898,1497.5,1320.540417,1.134005427,8,1,60,15,0,1
57854260,35000,30864.04981,22000,19400.25988,0.1999,582.75,513.8864294,22329.72,19691.01687,1.134005427,8,1,60,24,1,2
57854330,22000,19400.25988,22000,19400.25988,0.2899,688.29,606.9547671,2743.52,2419.318227,1.134005427,8,1,60,5,1,1
57854545,1175,1036.150244,1175,1036.150244,0.1999,43.67,38.50951587,232.05,204.6286503,1.134005427,8,1,36,24,0,2
57854589,12000,10581.95994,1000,881.8299947,0.2899,395.89,349.1076766,1971.76,1738.75711,1.134005427,8,1,36,10,1,4
57862311,21600,19047.52789,21600,19047.52789,0.2899,724.57,638.9475593,3607.62,3181.307525,1.134005427,8,1,36,12,0,2
57862682,21500,18959.34489,1000,881.8299947,0.1465,507.55,447.5728138,1995.2,1759.427205,1.134005427,8,1,60,15,0,3
57862760,35000,30864.04981,35000,30864.04981,0.1399,814.21,717.9948,4043.85,3565.988224,1.134005427,8,0,60,14,1,1
57863985,14500,12786.53492,14500,12786.53492,0.2899,449.45,396.3384911,2241.4,1976.53375,1.134005427,8,1,36,4,1,1
57864463,15000,13227.44992,15000,13227.44992,0.2899,318.64,280.9863095,1266.24,1116.608412,1.134005427,8,1,60,8,0,3
57864660,35000,30864.04981,10000,8818.299947,0.2899,217.38,191.6922042,1080.79,953.07304,1.134005427,8,1,60,9,0,1
57872283,28000,24691.23985,28000,24691.23985,0.2899,843.22,743.5766881,3356.33,2959.712466,1.134005427,8,1,36,1,1,2
57873104,34550,30467.22632,1000,881.8299947,0.2899,1139.82,1005.127465,34913.88,30788.10662,1.134005427,8,1,36,10,1,2
57874504,12000,10581.95994,12000,10581.95994,0.2899,1372.97,1210.726128,1563.91,1379.102747,1.134005427,8,1,36,9,1,1
57882458,24000,21163.91987,24000,21163.91987,0.1699,596.34,525.870499,2959.05,2609.379046,1.134005427,8,1,60,18,1,2
57882575,5000,4409.149974,5000,4409.149974,0.2899,150.58,132.7859606,599.36,528.5336256,1.134005427,8,0,36,1,0,1
57883011,15000,13227.44992,15000,13227.44992,0.2899,483.94,426.7528076,1919.11,1692.328761,1.134005427,8,1,36,8,0,4
57883389,31000,27336.72984,31000,27336.72984,0.2899,974.01,858.9112331,3881.95,3423.219948,1.134005427,8,0,36,6,1,1
57883446,14000,12345.61993,14000,12345.61993,0.2899,438,386.2415377,2177.73,1920.387634,1.134005427,8,1,36,5,1,2
57883829,6000,5426.491999,6000,5426.491999,0.2899,200.12,180.9915965,996.5,901.2498794,1.105686694,0,1,36,11,0,2
57884369,25000,22045.74987,25000,22045.74987,0.1333,573.06,505.3414968,2828.27,2494.053319,1.134005427,8,1,60,13,0,4
57884444,22400,19752.99188,22400,19752.99188,0.1399,521.1,459.5216102,2049.58,1807.381121,1.134005427,8,1,60,14,0,2
57893507,16000,14109.27992,16000,14109.27992,0.2899,397.56,350.5803327,1972.7,1739.586031,1.134005427,8,1,60,18,1,1
57893688,24000,21163.91987,24000,21163.91987,0.2899,732.74,646.1521103,3655.38,3223.423726,1.134005427,8,1,36,2,0,1
57893847,35000,30864.04981,35000,30864.04981,0.1855,899.28,793.0120776,4460.33,3933.25278,1.134005427,8,1,60,22,1,1
57893944,35000,30864.04981,35000,30864.04981,0.2899,1129.19,995.7536117,5626.53,4961.64292,1.134005427,8,1,36,8,1,2
57894103,24000,21163.91987,24000,21163.91987,0.2899,488.71,430.9591367,2432.64,2145.174918,1.134005427,8,1,60,6,1,1
57906284,16000,14109.27992,16000,14109.27992,0.2899,347.8,306.7004722,1729.23,1524.886882,1.134005427,8,1,60,9,0,4
57915199,5000,4409.149974,5000,4409.149974,0.2899,159.4,140.5637012,41913.62,36960.6873,1.134005427,8,1,36,7,1,1
57940366,12000,10581.95994,12000,10581.95994,0.2899,382.55,337.3440645,1524.09,1343.988277,1.134005427,8,1,36,7,1,4
57940452,8400,7407.371955,1000,881.8299947,0.1333,284.37,250.7659956,1731.26,1526.676997,1.134005427,8,1,36,13,1,2
57960278,7000,6172.809963,7000,6172.809963,0.2899,233.48,205.8896672,1138.72,1004.157452,1.134005427,8,1,36,11,1,4
57970195,5000,4409.149974,5000,4409.149974,0.2899,157.1,138.5354922,783.23,690.6757067,1.134005427,8,1,36,6,0,3
57970553,17000,14991.10991,17000,14991.10991,0.1465,401.32,353.8960135,1978.93,1745.079831,1.134005427,8,1,60,15,1,3
57970591,8000,7054.639958,8000,7054.639958,0.2899,255.04,224.9019218,1012.01,892.4207729,1.134005427,8,1,60,7,1,2
57970663,16000,14109.27992,16000,14109.27992,0.1399,372.21,328.2259423,1463.97,1290.972657,1.134005427,8,1,60,14,1,2
57970906,35000,31094.69915,35000,31094.69915,0.2899,790.82,702.5802852,2532.84,2250.225651,1.125593781,9,1,60,12,0,1
57990565,12525,11044.92068,12525,11044.92068,0.1699,446.49,393.7282743,1762.32,1554.066636,1.134005427,8,1,36,18,1,3
57990627,10500,9259.214944,10500,9259.214944,0.2899,316.21,278.8434626,41913.62,36960.6873,1.134005427,8,1,36,1,1,4
57991312,35000,30864.04981,6000,5290.979968,0.2899,191.28,168.6764414,769.44,678.5152711,1.134005427,8,1,36,7,1,3
58000746,20000,17636.59989,20000,17636.59989,0.2899,616.54,543.6834649,3075.04,2711.662507,1.134005427,8,1,36,3,0,3
58001167,15000,13326.29964,15000,13326.29964,0.1825,382.95,340.2204297,1516.59,1347.368851,1.125593781,9,1,60,21,0,4
58011333,35000,30864.04981,28000,24691.23985,0.2899,570.16,502.7841898,28152.7,24825.89529,1.134005427,8,1,60,6,1,2
58020269,25000,22045.74987,25000,22045.74987,0.2899,774.91,683.3388812,3854.38,3398.907895,1.134005427,8,1,36,4,0,2
58030304,10800,9767.685597,10800,9767.685597,0.2099,406.84,367.9523341,1614.77,1460.422747,1.105686694,0,1,36,25,1,2
58030548,10000,8818.299947,10000,8818.299947,0.2899,312.86,275.8893321,1242.67,1095.82368,1.134005427,8,1,36,5,1,1
58030770,13200,11640.15593,13200,11640.15593,0.2899,403.01,355.3863062,2010.47,1772.892749,1.134005427,8,1,36,2,0,2
58040196,23000,20282.08988,23000,20282.08988,0.2899,712.92,628.6742398,2856.32,2518.78865,1.134005427,8,1,36,4,0,2
58040320,10000,8818.299947,10000,8818.299947,0.1561,349.65,308.3318576,10482.82,9244.065105,1.134005427,8,1,36,16,1,3
58040461,20000,17636.59989,20000,17636.59989,0.2899,654.68,577.3164609,3666.51,3233.238494,1.134005427,8,1,36,9,1,4
58041192,28000,24691.23985,28000,24691.23985,0.2299,789.18,695.9225952,3085.2,2720.6219,1.134005427,8,1,60,27,1,0
58050288,35000,30864.04981,12000,10581.95994,0.2899,402.54,354.9718461,1593.24,1404.966821,1.134005427,8,1,36,12,1,1
58050655,15000,13227.44992,15000,13227.44992,0.2899,326.07,287.5383064,1621.19,1429.613969,1.134005427,8,1,60,9,0,2
58050842,35000,30864.04981,35000,30864.04981,0.1399,1196.05,1054.712765,4757,4194.865285,1.134005427,8,1,36,14,1,4
58050938,15000,13227.44992,1000,881.8299947,0.2899,491.01,432.9873457,1945.72,1715.794257,1.134005427,8,1,36,9,1,1
58060658,2000,1763.659989,2000,1763.659989,0.1655,70.86,62.48647342,289.87,255.6160606,1.134005427,8,1,36,17,1,1
58060992,35000,30864.04981,35000,30864.04981,0.2899,1129.19,995.7536117,4477.91,3948.755352,1.134005427,8,1,36,8,1,1
58070144,17900,15784.75691,17900,15784.75691,0.1757,450.37,397.1497747,1784.01,1573.193529,1.134005427,8,1,60,19,1,0
58070348,12000,10581.95994,12000,10581.95994,0.2899,1372.97,1210.726128,1601.7,1412.427103,1.134005427,8,1,36,12,0,4
58070397,4900,4320.966974,4900,4320.966974,0.2899,151.06,133.209239,602.36,531.1791156,1.134005427,8,1,36,3,0,3
58070417,8000,7235.322665,8000,7235.322665,0.2899,258.1,233.4295975,1286.06,1163.132383,1.105686694,0,1,36,8,1,2
58070597,12000,10581.95994,12000,10581.95994,0.2199,331.36,292.203187,1296.12,1142.957493,1.134005427,8,1,60,26,0,4
58070844,24000,21163.91987,24000,21163.91987,0.1399,558.32,492.3433226,2772.95,2445.270484,1.134005427,8,1,60,14,0,0
58070881,30000,26652.59927,30000,26652.59927,0.2899,942.59,837.4157849,3756.73,3337.553975,1.125593781,9,1,36,6,1,0
58071162,1950,1719.56849,1950,1719.56849,0.1757,70.08,61.79864603,276.51,243.8348118,1.134005427,8,1,36,19,1,2
58071626,10000,8818.299947,10000,8818.299947,0.1399,341.73,301.3477641,1359.15,1198.539237,1.134005427,8,1,36,14,0,3
58080972,6775,5974.398214,6775,5974.398214,0.1399,231.53,204.1700987,920.85,812.0331506,1.134005427,8,1,36,15,1,4
58081181,9600,8465.567949,9600,8465.567949,0.2899,301.63,265.9863813,1210.67,1067.60512,1.134005427,8,1,36,6,0,4
58090156,35000,30864.04981,35000,30864.04981,0.2899,1129.19,995.7536117,4575.03,4034.398681,1.134005427,8,1,36,8,1,1
58090756,1500,1332.629964,1500,1332.629964,0.2899,50.32,44.70529318,200.22,177.8794475,1.125593781,9,1,36,12,0,1
58091141,30000,26652.59927,30000,26652.59927,0.1561,723.34,642.6297052,2867.34,2547.402133,1.125593781,9,1,60,16,1,2
58100128,5600,4938.24797,5600,4938.24797,0.2899,191.37,168.7558061,952.5,839.94307,1.134005427,8,1,36,14,0,3
58100350,12000,10661.03971,12000,10661.03971,0.2899,400.24,355.5812111,1584.57,1407.763641,1.125593781,9,1,36,11,1,1
58100368,35000,30864.04981,13000,11463.78993,0.1561,313.45,276.4096118,1242.53,1095.700223,1.134005427,8,1,60,16,0,4
58100457,16800,14814.74391,16800,14814.74391,0.1786,425.34,375.0775699,1643.45,1449.243505,1.134005427,8,1,60,20,1,2
58100934,35000,30864.04981,5000,4409.149974,0.1333,169.27,149.2673632,838.94,739.8024558,1.134005427,8,1,36,13,0,4
58101327,8400,7407.371955,8400,7407.371955,0.1399,287.06,253.1381183,1167.08,1029.16615,1.134005427,8,0,36,14,1,3
58110490,8000,7054.639958,8000,7054.639958,0.2899,250.29,220.7132294,1236.1,1090.030056,1.134005427,8,1,36,5,0,2
58110931,13000,11463.78993,1000,881.8299947,0.2899,428.88,378.1992481,2127.75,1876.313771,1.134005427,8,1,36,10,0,1
58111140,3600,3174.587981,1000,881.8299947,0.2899,114.77,101.2076285,455.41,401.5941979,1.134005427,8,1,36,7,0,3
58111175,24000,21322.07942,24000,21322.07942,0.2899,732.74,650.980853,2910.16,2585.444277,1.125593781,9,1,60,2,1,4
58111354,8000,7054.639958,8000,7054.639958,0.2899,250.29,220.7132294,1244.44,1097.384519,1.134005427,8,1,36,5,1,1
58120206,13500,11904.70493,13500,11904.70493,0.2899,435.55,384.0810542,41913.62,36960.6873,1.134005427,8,1,36,8,1,4
58120439,12000,10581.95994,12000,10581.95994,0.1655,425.16,374.9188405,1678.57,1480.213374,1.134005427,8,1,36,17,0,3
58120443,9350,8306.726773,9350,8306.726773,0.1825,339.2,301.3520558,1333.1,1184.35267,1.125593781,9,0,36,21,1,2
58120699,20000,17768.39951,20000,17768.39951,0.2899,659.81,586.1883842,7613.62,6764.092096,1.125593781,9,1,36,10,1,2
58121368,20000,18088.30666,20000,18088.30666,0.1399,465.27,420.797322,2310.81,2089.931996,1.105686694,0,1,60,14,0,2
58130542,20000,17636.59989,20000,17636.59989,0.2899,667.06,588.2335163,2654.58,2340.888267,1.134005427,8,1,36,11,0,2
58131422,8000,7054.639958,8000,7054.639958,0.1465,275.96,243.3498053,1373.29,1211.008313,1.134005427,8,1,36,15,1,1
58131444,24000,21163.91987,24000,21163.91987,0.2899,488.71,430.9591367,1943.93,1714.215782,1.134005427,8,1,60,6,1,2
58141208,20000,17636.59989,20000,17636.59989,0.2899,434.75,383.3755902,1726.79,1522.735217,1.134005427,8,1,60,9,0,1
58150326,11000,9700.129942,11000,9700.129942,0.2899,360.08,317.5293445,1433.6,1264.19148,1.134005427,8,1,36,9,0,1
58150769,10500,9259.214944,10500,9259.214944,0.2899,352.23,310.606979,1753.75,1546.509353,1.134005427,8,1,36,12,1,0
58151226,15600,13756.54792,15600,13756.54792,0.1757,392.5,346.1182729,1554.77,1371.042821,1.134005427,8,1,60,36,1,4
58160345,7500,6613.72496,7500,6613.72496,0.2899,235.65,207.8032383,935.78,825.1988724,1.134005427,8,1,36,6,1,3
58170330,15000,13227.44992,15000,13227.44992,0.1399,348.95,307.7145767,1721.43,1518.008608,1.134005427,8,1,60,14,0,0
58171255,18000,15872.9399,18000,15872.9399,0.1919,468.82,413.4195381,41913.62,36960.6873,1.134005427,8,1,60,23,1,1
58180233,32750,28879.93233,32750,28879.93233,0.2899,739.98,652.5365595,3676.81,3242.321343,1.134005427,8,1,60,12,1,2
58180303,2650,2336.849486,2650,2336.849486,0.2299,102.57,90.44930256,406.9,358.8166248,1.134005427,8,1,36,27,1,3
58180533,13800,12169.25393,13800,12169.25393,0.2899,439.93,387.9434696,2192.62,1933.518083,1.134005427,8,1,60,7,0,2
58180585,30000,26454.89984,30000,26454.89984,0.1699,745.42,657.3337146,3670.47,3236.730541,1.134005427,8,1,60,18,1,0
58180617,26000,22927.57986,26000,22927.57986,0.2899,1372.97,1210.726128,3202.63,2824.175196,1.134005427,8,1,36,4,1,2
58181270,9000,7936.469952,9000,7936.469952,0.1655,318.87,281.1891304,1577.8,1391.351366,1.134005427,8,1,36,17,0,3
58191352,15450,13624.27342,15450,13624.27342,0.2899,515.31,454.4158146,2040.14,1799.056645,1.134005427,8,1,36,11,1,1
58200388,20000,17636.59989,20000,17636.59989,0.2899,424.85,374.6454732,2113.15,1863.439053,1.134005427,8,1,60,8,1,0
58200866,8000,7054.639958,8000,7054.639958,0.2899,263.93,232.7413905,1045.47,921.9268046,1.134005427,8,1,36,10,0,1
58201005,20000,17636.59989,20000,17636.59989,0.2899,440.16,388.1462905,2187.99,1929.43521,1.134005427,8,1,60,10,0,1
58240732,12000,10581.95994,12000,10581.95994,0.2899,279.16,246.1716613,1107.31,976.4591714,1.134005427,8,1,60,14,0,4
58241042,3500,3086.404981,1000,881.8299947,0.2899,117.41,103.5356597,574.71,506.7965163,1.134005427,8,1,36,12,1,2
58250253,12000,10581.95994,12000,10581.95994,0.2899,392.81,346.3916402,1563.91,1379.102747,1.134005427,8,1,36,9,1,2
58250456,10000,8818.299947,10000,8818.299947,0.2899,333.53,294.1167581,1327.29,1170.444134,1.134005427,8,1,36,11,1,2
58250703,5000,4409.149974,5000,4409.149974,0.2899,157.1,138.5354922,626.13,552.1402146,1.134005427,8,0,36,6,0,1
58250999,34500,30423.13482,34500,30423.13482,0.2399,992.3,875.0399037,41913.62,36960.6873,1.134005427,8,1,60,28,1,3
58260131,5000,4409.149974,5000,4409.149974,0.2899,159.4,140.5637012,632.51,557.7662899,1.134005427,8,1,36,7,1,1
58260136,15000,13227.44992,15000,13227.44992,0.2899,1372.97,1210.726128,15623.62,13777.37674,1.134005427,8,1,36,11,0,1
58261113,15000,13227.44992,15000,13227.44992,0.1825,544.17,479.8654282,2146.26,1892.636444,1.134005427,8,1,36,21,0,1
58270792,8000,7054.639958,8000,7054.639958,0.2899,258.1,227.6003216,1281.62,1130.170958,1.134005427,8,1,36,8,1,1
58280292,16000,14109.27992,16000,14109.27992,0.1655,393.79,347.2558336,1560.45,1376.051615,1.134005427,8,1,60,17,1,1
58280483,35000,30864.04981,10400,9171.031945,0.1465,245.51,216.498082,973.58,858.5320462,1.134005427,8,1,60,15,0,1
58280649,17500,15432.02491,17500,15432.02491,0.2399,503.34,443.8603095,1990.04,1754.876963,1.134005427,8,1,60,28,1,4
58281017,12000,10581.95994,12000,10581.95994,0.2899,366.37,323.0760552,1461.32,1288.635808,1.134005427,8,1,36,2,1,2
58281026,18000,15872.9399,18000,15872.9399,0.2899,554.89,489.3186458,2205.78,1945.122966,1.134005427,8,1,60,3,1,4
58281061,7000,6172.809963,7000,6172.809963,0.2899,216.98,191.3394723,7056.05,6222.236534,1.134005427,8,1,36,4,1,3
58281138,8000,7054.639958,8000,7054.639958,0.2899,266.83,235.2986975,1056.4,931.5652064,1.134005427,8,1,36,11,0,1
58281159,5500,4850.064971,5500,4850.064971,0.2899,184.5,162.697634,41913.62,36960.6873,1.134005427,8,1,36,12,1,1
58290252,12000,10581.95994,12000,10581.95994,0.2899,382.55,337.3440645,41913.62,36960.6873,1.134005427,8,1,36,7,0,1
58290714,12000,10581.95994,12000,10581.95994,0.2899,244.36,215.4839775,1216.35,1072.613914,1.134005427,8,1,60,6,0,2
58291269,6000,5290.979968,6000,5290.979968,0.2899,180.69,159.3378617,720.99,635.7906079,1.134005427,8,1,60,1,1,4
58300361,12575,11171.88119,12575,11171.88119,0.1699,448.28,398.2609067,1763.45,1566.684206,1.125593781,9,1,36,18,1,0
58310129,24000,21163.91987,24000,21163.91987,0.1333,550.14,485.1299533,2732.92,2409.970829,1.134005427,8,1,60,13,0,2
58310655,17500,15432.02491,17500,15432.02491,0.2899,385.14,339.6280042,1518.14,1338.741388,1.134005427,8,1,60,10,0,3
58310939,9000,7936.469952,9000,7936.469952,0.1399,307.56,271.2156332,1223.24,1078.689723,1.134005427,8,1,36,14,1,0
58320307,8400,7407.371955,8400,7407.371955,0.2899,1372.97,1210.726128,1103.1,972.7466672,1.134005427,8,1,36,10,1,1
58320447,12000,10581.95994,12000,10581.95994,0.2899,375.43,331.0654349,1866.63,1646.050323,1.134005427,8,1,36,5,1,3
58320532,9000,7995.779781,9000,7995.779781,0.2899,296.92,263.7896592,1181.92,1050.041338,1.125593781,9,1,36,10,0,2
58321019,35000,31654.53666,35000,31654.53666,0.2899,1167.36,1055.778283,5735.11,5186.921421,1.105686694,0,1,36,11,1,2
58340788,14400,12698.35192,14400,12698.35192,0.1561,503.5,444.0014023,2001.51,1764.991553,1.134005427,8,1,36,20,1,1
58350165,20700,18253.88089,20700,18253.88089,0.1399,481.55,424.6452339,2375.57,2094.848881,1.134005427,8,1,60,14,0,1
58350531,21000,18518.42989,21000,18518.42989,0.1561,506.34,446.5057995,2007.15,1769.965074,1.134005427,8,1,60,16,1,3
58350952,20800,18342.06389,20800,18342.06389,0.2899,693.75,611.7695588,2760.8,2434.556249,1.134005427,8,1,36,11,1,1
58351171,8000,7054.639958,8000,7054.639958,0.2899,240.92,212.4504823,961.32,847.7208105,1.134005427,8,1,36,1,0,1
58360461,16000,14214.71961,16000,14214.71961,0.1655,566.87,503.6186316,2252.77,2001.405869,1.125593781,9,1,36,17,0,2
58360496,13200,11640.15593,13200,11640.15593,0.2899,420.81,371.0828801,13333.53,11757.90669,1.134005427,8,1,36,7,0,1
58360711,7000,6172.809963,7000,6172.809963,0.2899,236.98,208.9760721,1174.53,1035.735784,1.134005427,8,1,36,13,1,4
58361033,4000,3527.319979,4000,3527.319979,0.2899,133.42,117.6537579,530.95,468.2076357,1.134005427,8,1,36,11,1,3
58361048,20000,17636.59989,20000,17636.59989,0.2899,451.9,398.4989746,2184.26,1926.145984,1.134005427,8,1,60,12,1,3
58370398,8000,7054.639958,8000,7054.639958,0.1333,270.83,238.8260175,1071.47,944.8543844,1.134005427,8,1,36,15,1,3
58370719,35000,30864.04981,35000,30864.04981,0.2899,770.27,679.24719,3058.66,2697.218132,1.134005427,8,1,60,10,1,4
58370979,1800,1587.29399,1800,1587.29399,0.2899,58.08,51.21668609,1030.32,908.5670801,1.134005427,8,1,60,8,1,1
58380415,6000,5290.979968,6000,5290.979968,0.2899,1372.97,1210.726128,997.89,879.9693334,1.134005427,8,1,36,12,1,1
58380805,12000,10581.95994,12000,10581.95994,0.2899,382.55,337.3440645,1524.09,1343.988277,1.134005427,8,1,36,7,0,3
58380918,5000,4409.149974,5000,4409.149974,0.1757,179.69,158.4560317,713.88,629.5207966,1.134005427,8,1,36,19,1,2
58390246,4000,3527.319979,4000,3527.319979,0.1399,136.7,120.5461603,677.28,597.2458188,1.134005427,8,1,36,15,1,2
58390667,22900,20193.90688,22900,20193.90688,0.1999,606.59,534.9092565,2982.09,2629.696409,1.134005427,8,1,60,24,0,1
58390929,4225,3725.731728,4225,3725.731728,0.2099,159.16,140.352062,631.71,557.060826,1.134005427,8,1,36,25,1,4
58391129,12000,10661.03971,12000,10661.03971,0.1333,275.07,244.3776827,1122.49,997.2425385,1.125593781,9,1,60,15,1,3
58400541,20000,17636.59989,20000,17636.59989,0.2899,447.83,394.9099265,41913.62,36960.6873,1.134005427,8,1,60,11,1,2
58400580,8000,7054.639958,8000,7054.639958,0.1333,270.83,238.8260175,1077.4,950.0836363,1.134005427,8,1,36,13,0,2
58410157,25000,22045.74987,25000,22045.74987,0.1561,874.12,770.825235,41913.62,36960.6873,1.134005427,8,1,36,16,0,2
58410503,1400,1234.561993,1400,1234.561993,0.1699,49.91,44.01213504,197,173.720509,1.134005427,8,1,60,18,1,4
58410582,21000,18518.42989,21000,18518.42989,0.1825,536.13,472.7755151,41913.62,36960.6873,1.134005427,8,1,60,21,0,2
58410618,35000,30864.04981,35000,30864.04981,0.1699,1247.68,1100.241648,4924.65,4342.704083,1.134005427,8,1,36,18,0,4
58410718,23000,20282.08988,23000,20282.08988,0.1855,590.96,521.1262537,2340.14,2063.605644,1.134005427,8,1,60,22,1,2
58411091,20000,17636.59989,20000,17636.59989,0.1399,683.46,602.6955282,3401.76,2999.774003,1.134005427,8,1,36,14,0,2
58411271,6025,5313.025718,6025,5313.025718,0.2899,197.23,173.9233299,982.47,866.3715149,1.134005427,8,1,60,9,1,4
58420538,20000,17636.59989,20000,17636.59989,0.2899,654.68,577.3164609,2594.3,2287.731555,1.134005427,8,1,36,9,1,4
58430183,4800,4232.783975,1000,881.8299947,0.2899,160.1,141.1809822,637.12,561.8315262,1.134005427,8,1,36,11,1,2
58430503,14400,13023.5808,14400,13023.5808,0.2899,480.29,434.3816403,1911.33,1728.636159,1.105686694,0,1,36,11,1,1
58430507,8000,7054.639958,1000,881.8299947,0.2899,255.04,224.9019218,1016.08,896.009821,1.134005427,8,1,36,7,1,4
58430687,14550,12830.62642,14550,12830.62642,0.2899,469.42,413.9486361,1869.6,1648.669358,1.134005427,8,1,36,8,0,4
58430843,10500,9259.214944,10500,9259.214944,0.2899,328.5,289.6811533,1637.9,1444.349348,1.134005427,8,1,36,5,0,0
58431286,6000,5290.979968,6000,5290.979968,0.2899,196.41,173.2002293,781.98,689.5734193,1.134005427,8,1,36,9,1,1
58431301,15000,13326.29964,15000,13326.29964,0.1655,531.44,472.1419119,2098.18,1864.065025,1.125593781,9,1,36,20,0,2
58460205,7500,6613.72496,7500,6613.72496,0.2899,235.65,207.8032383,939.19,828.2059127,1.134005427,8,1,36,6,1,1
58461106,9000,7936.469952,9000,7936.469952,0.2899,290.37,256.0569756,1441.86,1271.475396,1.134005427,8,1,36,8,1,4
58461317,18000,15872.9399,18000,15872.9399,0.2899,375.14,330.8097042,1866.53,1645.96214,1.134005427,8,1,60,7,0,1
58470598,22400,19900.60746,22400,19900.60746,0.2899,453.02,402.4720174,1792.44,1592.439501,1.125593781,9,1,60,5,1,2
58470888,18000,15872.9399,18000,15872.9399,0.1333,1372.97,1210.726128,1623.78,1431.897909,1.134005427,8,1,60,13,0,2
